ID,Fname,Lname,birthday,gender,nationality,experience,matches,wins,losses,awards,position,height,weight,shirtNumber,CoachID
294,Abba,Seagar,14/08/1971,Male,CN,34,626,253,369,3,SF,206,74,37,2672
295,Regan,Le Noir,28/04/1971,Female,CN,24,554,246,252,10,PF,185,78,38,15078
296,Ellissa,Markussen,28/11/1966,Female,SE,8,732,443,119,7,PG,185,74,16,16113
297,Issi,Thornebarrow,12/08/1963,Female,SI,14,992,13,41,3,SG,189,76,24,136
298,Pren,Loughton,12/03/1981,Male,ID,16,922,388,77,2,SG,204,87,14,9135
299,Lucho,Oppy,04/07/1982,Male,TH,4,924,62,73,2,SG,193,72,16,12354
300,Manda,Wartonby,18/07/1972,Female,AZ,36,271,476,18,7,C,200,79,9,6412
301,Joseito,McDuff,27/12/1970,Male,MX,38,488,124,69,5,PF,203,84,28,4390
302,Weber,De Winton,23/08/1969,Male,BR,30,338,384,476,5,SF,208,83,11,19276
303,Lona,Rabat,02/01/1973,Female,CN,37,601,335,291,1,C,204,71,33,6729
304,Peadar,Mallya,25/03/1970,Male,NO,38,873,331,80,3,SG,196,78,39,9929
305,Roselle,Sloyan,05/10/1987,Female,CN,29,840,251,46,3,SG,209,82,6,5782
306,Almire,Trustey,06/05/1988,Female,ID,9,488,151,189,10,PF,198,77,37,4178
307,Sheeree,Widd,21/07/1984,Female,HN,36,422,184,132,10,PF,194,68,31,14782
308,Bronson,Monni,04/06/1976,Male,PE,6,346,201,69,3,C,199,83,24,12268
309,Linell,Hedley,13/05/1980,Female,RU,25,880,333,408,10,SF,201,62,3,9832
310,Pennie,Sussex,24/06/1975,Male,PH,13,202,461,131,8,C,190,89,7,15238
311,Noby,Wingate,28/12/1974,Male,SE,11,603,186,70,8,SG,199,76,7,4898
312,Chancey,Penrose,16/02/1984,Male,ID,10,738,89,248,1,PG,188,74,15,19263
313,Hilario,Wyllcock,28/07/1963,Bigender,VN,17,380,458,291,9,SG,203,89,32,3652
314,Siffre,Valentin,25/01/1980,Male,MU,19,192,107,143,6,PG,202,77,25,8477
315,Phillis,Keeffe,09/10/1961,Female,SE,13,645,401,320,1,C,200,67,12,17544
316,Rennie,Blampied,14/01/1963,Female,BY,21,120,417,246,9,SF,205,63,7,13890
317,Pyotr,Maharey,28/11/1985,Male,ID,20,246,79,133,1,SG,197,67,37,1227
318,Codie,McGavin,28/09/1964,Female,BY,15,334,450,150,2,PG,195,74,31,1144
319,Anson,Gritsunov,05/02/1987,Male,CN,30,902,246,84,3,SF,194,66,5,12512
320,Zerk,Rameau,13/02/1968,Agender,CN,18,775,7,206,8,SF,198,63,1,3878
321,Cathie,Chaplin,14/08/1986,Female,YE,38,900,251,111,1,SF,205,67,14,1070
322,Jocelyne,Garmston,21/12/1967,Female,CN,33,984,251,69,8,SF,206,69,38,13468
323,Delcine,Kohnemann,28/02/1985,Female,MN,26,650,224,251,5,PG,197,66,16,4444
324,Cathee,Bellin,05/01/1970,Agender,AF,28,363,379,352,3,SG,200,79,28,2381
325,Giulietta,Baudino,12/07/1972,Female,PE,3,633,31,374,5,PF,203,70,7,8733
326,Jarrett,Dorton,22/03/1970,Male,US,15,38,309,355,10,PG,204,88,33,6715
327,Gennie,Hogsden,27/09/1973,Genderfluid,CN,30,197,228,438,1,C,194,60,21,6458
328,Smitty,MacCaghan,22/01/1964,Male,CN,32,26,378,121,5,SF,186,81,11,4782
329,Bondon,Sloat,05/08/1971,Male,FR,38,560,288,283,9,PG,203,76,10,1246
330,Urbanus,Gooderick,07/08/1969,Male,TJ,18,521,427,463,7,PF,196,80,37,12863
331,Alan,Allward,28/12/1985,Male,SE,18,165,31,289,9,SF,185,69,6,3742
332,Oliver,Cruces,02/03/1975,Male,ID,14,288,481,176,7,PF,185,89,6,15874
333,Flin,Sturror,09/07/1980,Male,RU,34,894,180,316,8,SG,198,79,34,4693
334,Lorne,Davis,09/08/1978,Male,BR,25,695,102,175,3,PF,190,75,29,6730
335,Theda,Chalice,17/08/1979,Female,SE,25,672,167,449,7,C,193,84,17,18261
336,Reidar,Challes,06/06/1982,Male,PT,25,401,111,248,2,C,205,71,14,15648
337,Elsi,McPeice,13/03/1987,Non-binary,NP,7,8,337,198,8,C,198,81,37,13834
338,Noreen,Hundley,14/08/1978,Female,BG,37,316,125,248,4,PF,207,65,1,14741
339,Broderic,Scholes,02/07/1961,Male,US,11,432,210,4,8,SF,190,84,24,6468
340,Hobie,MacMeekan,10/06/1972,Polygender,NC,23,857,254,187,8,SG,202,67,2,19707
341,Tammy,Staves,12/10/1989,Male,VE,26,442,279,191,8,PG,206,61,37,19065
342,Mark,South,12/11/1979,Male,PH,11,272,414,403,7,PG,187,63,13,12489
343,Barris,Goneau,07/04/1988,Male,AR,15,734,136,185,3,SG,200,77,39,19535
344,Robby,Ickeringill,17/02/1982,Female,TH,25,167,263,211,6,PF,189,90,33,5689
345,Franchot,Dallicoat,14/07/1964,Male,SE,26,473,15,121,3,PG,193,65,3,5940
346,Demetri,Petit,05/09/1973,Male,PT,35,212,330,47,4,PG,205,60,4,7542
347,Liuka,Danilishin,29/09/1985,Female,SE,14,14,224,289,8,SG,189,87,36,16826
348,Sherwynd,Kingswood,25/01/1982,Male,PK,37,608,185,165,1,PF,191,79,2,19891
349,Adora,Sunshine,02/07/1960,Female,CN,6,44,45,217,5,SF,208,73,37,10758
350,Carroll,Guppy,17/06/1960,Male,ID,26,317,319,167,4,C,191,81,29,19017
351,Dara,Checketts,22/04/1982,Female,CN,32,834,4,487,1,SG,190,73,7,13499
352,Griz,Siret,22/05/1974,Male,RU,3,759,345,415,6,SF,205,65,38,4206
353,Iago,Simons,29/05/1978,Male,ID,29,700,30,382,5,SF,195,74,16,2703
354,Fannie,Garfitt,28/06/1963,Polygender,MN,33,681,274,401,10,SG,192,62,29,8098
355,Delmer,Happert,06/02/1967,Male,UA,19,584,202,184,7,PG,185,84,11,2586
356,Hogan,Hayley,27/02/1960,Male,ID,22,575,82,159,8,SG,185,83,32,1935
357,Johann,Haye,23/01/1981,Male,RU,7,96,285,325,4,SF,191,84,32,7493
358,Shannan,Kelledy,11/08/1967,Male,EG,20,427,94,209,5,PF,207,76,1,1375
359,Reinwald,Ellingsworth,07/06/1968,Male,GR,29,248,474,383,1,SG,185,72,36,3880
360,Thaddus,Kasparski,17/02/1985,Male,ID,28,663,435,399,3,SG,204,80,27,19351
361,Boy,Rayhill,26/01/1988,Male,RU,34,877,430,5,6,C,208,70,11,10287
362,Issy,Lasham,28/10/1988,Female,BG,23,270,305,299,6,PG,194,72,29,9085
363,Park,Rubinowitz,05/02/1969,Male,ID,33,425,478,344,9,C,200,75,40,12734
364,Pattie,Killner,27/10/1971,Male,VN,39,616,156,428,10,C,206,71,31,10128
365,Fitz,Barnbrook,07/04/1983,Male,CN,38,294,207,193,6,PG,185,77,40,18227
366,Simonette,Shone,06/10/1981,Female,CN,1,120,290,105,8,C,188,76,4,17805
367,Tait,Cribbott,08/11/1971,Male,FR,11,888,263,385,2,PF,206,78,30,19174
368,Ingaborg,Southard,12/11/1969,Female,BR,22,631,163,55,2,PG,196,67,12,11523
369,Glenn,Fredi,20/05/1973,Male,PH,2,430,432,80,5,PG,191,90,8,16621
370,Dillie,Jagiello,09/07/1981,Male,RU,3,447,198,207,6,C,189,85,9,11068
371,Montague,Reville,13/07/1969,Male,UA,28,436,12,407,10,C,202,79,9,9611
372,Stanton,Guerri,27/02/1967,Male,ID,25,543,156,216,1,PG,209,86,38,18262
373,John,Castillo,14/04/1971,Male,PH,25,129,360,198,4,C,191,73,17,11834
374,Nettle,Danbi,11/07/1987,Female,CN,37,537,181,438,6,SF,209,77,11,6529
375,Bealle,Slide,28/02/1972,Genderfluid,PH,36,931,118,285,7,SF,186,64,13,18190
376,Howey,Verillo,20/05/1989,Male,MX,13,102,183,272,3,PG,207,86,35,11860
377,Ogden,Kinch,14/06/1965,Bigender,PT,35,74,445,310,7,SG,186,76,21,12732
378,Towney,Oxtarby,22/11/1972,Non-binary,PL,39,415,317,157,9,SF,197,71,4,9512
379,Thadeus,Matuszyk,02/02/1973,Male,CN,17,22,319,18,5,PG,198,72,19,14844
380,Stormy,Selwyne,02/12/1971,Female,ID,38,425,159,41,7,PG,208,82,17,604
381,Dewitt,Le Grand,10/05/1988,Male,HT,2,258,45,279,9,SG,207,85,4,6351
382,Mar,Potten,13/01/1963,Male,CY,4,682,56,143,5,C,187,82,34,18930
383,Casper,Oak,10/09/1969,Non-binary,MG,19,660,219,165,7,SF,195,81,8,15811
384,Martita,Terbrug,29/12/1974,Female,AZ,30,700,19,111,8,PF,189,73,40,7509
385,Shelly,Desouza,02/03/1986,Female,SO,26,115,456,164,2,PF,187,86,27,13475
386,Olvan,Arnald,31/12/1970,Male,PL,15,405,434,150,5,PG,197,90,27,8902
387,Julieta,Andreichik,07/04/1967,Female,PL,37,262,280,185,2,PF,187,68,9,14107
388,Saba,Boness,19/03/1970,Female,FI,16,459,352,79,5,PF,191,84,5,2747
389,Annamaria,Lancastle,12/03/1968,Female,PL,28,195,445,378,1,SG,195,65,3,15165
390,Donalt,Castleton,19/10/1982,Male,ID,23,484,260,367,6,PG,210,86,6,10183
391,Marilyn,Jansa,30/09/1988,Female,GR,9,626,25,254,1,SF,206,74,39,763
392,Arlinda,Bysh,24/09/1969,Female,KG,6,823,275,230,5,PF,206,89,10,3491
393,Alair,O'Shee,14/05/1960,Male,CN,20,627,40,447,1,PG,185,82,4,11045
394,Donalt,Jados,22/12/1989,Male,BT,25,647,139,215,3,SG,191,80,16,7125
395,Bonny,Red,22/05/1970,Female,ID,5,142,234,432,1,SG,200,86,20,9665
396,Reinaldos,Gerrad,31/05/1972,Non-binary,BR,21,634,237,414,5,PF,210,66,15,7269
397,Nelie,Burfield,10/10/1977,Female,FI,38,339,487,127,4,PF,200,86,37,16035
398,Rolland,Orbine,29/03/1975,Male,CN,3,428,313,138,5,PG,205,83,28,13108
399,Chaim,Maggiore,05/03/1978,Male,CN,17,668,186,194,2,SF,203,73,28,8109
400,Avrom,Fortun,29/04/1965,Male,RU,8,254,271,159,7,PG,206,77,30,10412
401,Wye,Gravy,12/12/1960,Male,PH,14,746,109,464,4,PG,187,86,21,2973
402,Caterina,Lowers,02/05/1982,Agender,ID,5,800,141,463,8,C,190,63,38,4409
403,Wilbur,Kurdani,23/01/1978,Male,CN,36,826,249,263,8,SF,195,79,22,5562
404,Aileen,Hardison,04/04/1973,Female,GR,36,387,374,124,3,PF,210,75,8,13082
405,Winny,Dipple,02/02/1971,Male,PH,21,378,247,316,1,C,198,66,9,18694
406,Horten,Gajewski,13/01/1965,Male,FR,16,30,499,283,8,SG,185,86,36,16687
407,Kristi,Pilgrim,02/12/1968,Female,RU,16,460,393,255,10,PF,200,70,24,14518
408,Bobbie,Phalp,10/11/1964,Male,EE,22,581,98,80,9,PF,206,61,35,3338
409,Coletta,Weerdenburg,01/11/1981,Female,JP,39,590,442,297,3,PF,185,81,24,16715
410,Marge,Codlin,23/05/1965,Female,FI,24,420,69,221,9,PG,195,73,2,1562
411,Virgil,Sambiedge,11/07/1967,Male,BR,33,366,263,92,8,C,207,77,14,4651
412,Mozes,Imlacke,01/03/1979,Male,CD,13,269,478,289,5,SG,188,84,30,207
413,Hildy,Reims,10/06/1972,Bigender,JP,28,167,92,282,1,PG,197,63,39,34
414,Truman,Rohlfing,07/07/1965,Male,PE,26,235,191,375,10,PG,201,66,34,1280
415,Glynn,Benard,10/12/1977,Male,TM,14,488,359,296,3,PG,209,72,10,7968
416,Phip,Guilloneau,02/10/1964,Male,ID,10,391,499,447,7,C,189,70,34,9479
417,Andree,Panchen,19/09/1966,Female,ID,12,143,113,128,7,C,199,70,10,6372
418,Arlyn,Heddan,28/04/1976,Female,CN,23,633,253,361,1,SG,189,60,27,3516
419,Mandel,Ick,18/05/1988,Male,ID,29,459,329,356,8,PF,202,87,1,7673
420,Nathaniel,MacNeilley,01/05/1967,Male,PH,35,832,478,122,3,PF,199,86,14,13927
421,Chevy,Troup,16/04/1964,Male,ID,26,372,399,239,5,C,186,70,10,18316
422,Ileana,Stygall,16/01/1964,Female,LT,33,233,128,304,8,SG,201,82,8,19383
423,Ashbey,Kirvell,07/06/1988,Male,ML,14,773,138,269,4,PG,208,74,29,16281
424,Rasla,Craigg,14/07/1989,Agender,ID,19,618,279,169,4,PG,210,89,27,8015
425,Clarice,Tunnah,01/09/1963,Female,PL,3,433,383,468,5,PG,200,69,32,3979
426,Humberto,Jensen,18/07/1975,Male,FR,32,449,151,474,1,C,199,77,34,9610
427,Diana,Hixley,13/08/1988,Female,NA,3,828,92,249,2,PF,190,71,6,18940
428,Marys,Siman,10/03/1971,Female,ID,6,293,339,135,9,PF,196,71,10,18968
429,Petr,Northage,14/12/1964,Male,AR,40,460,360,62,7,SG,203,64,1,16771
430,Hendrick,Nears,18/06/1962,Male,PL,13,662,68,64,3,PG,196,63,19,11942
431,Dave,Putt,17/09/1986,Male,CN,4,365,181,103,4,C,194,66,17,6350
432,Deni,Byass,18/10/1967,Female,SE,40,726,469,152,5,SF,209,60,9,7717
433,Eugenio,Townley,21/12/1984,Male,ID,19,622,315,289,3,SG,195,86,5,6105
434,Donna,Clifforth,11/01/1962,Female,CO,39,445,227,259,6,SG,187,86,15,19537
435,Olive,Byles,02/08/1972,Female,CO,19,507,152,1,2,C,204,87,14,18079
436,Janna,Schrinel,06/03/1978,Female,SE,28,43,440,12,6,SF,200,77,6,17813
437,Ahmad,Rabjohn,21/12/1967,Male,BR,14,30,140,31,7,PG,192,83,12,12102
438,Ellissa,Waller,09/02/1962,Genderfluid,JP,30,52,95,294,1,PF,185,74,11,19087
439,Gerianne,Westmorland,22/11/1977,Female,NG,14,930,437,380,3,PF,206,89,16,16861
440,Siegfried,Jermey,14/02/1983,Male,UA,1,868,416,266,3,PF,194,77,29,10485
441,Nye,Davoren,07/01/1982,Male,AM,40,11,166,158,4,SG,207,90,24,10820
442,Konstantin,Scad,07/07/1971,Male,AL,37,66,320,464,5,SG,191,80,11,17479
443,Gustave,Mynett,05/04/1984,Male,CN,23,548,92,146,4,PF,201,82,38,165
444,Eb,Kerton,28/01/1984,Genderqueer,SE,9,200,497,252,8,PG,187,86,11,12308
445,Marvin,Jelkes,02/01/1962,Male,MY,1,481,450,121,8,SG,188,71,32,17268
446,Geoffry,Capper,05/04/1984,Male,CN,3,7,359,269,5,PG,209,77,36,17681
447,Sim,Clementi,15/07/1965,Male,ID,28,480,246,34,9,C,207,68,24,7500
448,Erik,Wike,31/12/1971,Male,RU,23,608,324,7,7,SG,190,88,1,9068
449,Genevieve,Castello,02/01/1985,Polygender,NG,34,345,285,222,7,PG,193,86,12,14363
450,Keefe,Iredale,17/08/1973,Male,CZ,22,940,454,58,4,PG,200,78,6,11608
451,Ellynn,Dod,01/03/1960,Female,JP,6,91,299,4,4,PF,206,81,35,7181
452,Mellisa,Longbone,19/01/1983,Female,PL,24,386,400,52,2,C,188,65,35,179
453,Winni,Luttgert,19/10/1974,Female,CN,14,693,54,239,3,PF,196,61,39,17432
454,Say,Twigger,04/10/1964,Male,PL,38,761,374,214,4,PF,197,60,40,7877
455,Cam,Itzkovwich,19/02/1977,Female,PL,35,294,388,426,8,SG,202,90,32,5615
456,Peg,Darter,01/04/1985,Female,CN,31,970,268,404,7,C,192,78,14,2134
457,Lucia,Karpmann,18/05/1989,Female,RS,6,424,433,110,3,PG,185,62,10,6441
458,Scott,Draco,16/02/1967,Male,PA,16,628,459,491,7,PF,190,65,5,5316
459,Jerry,Barbey,02/11/1980,Male,CN,24,611,362,146,4,PF,210,75,32,17681
460,Wyn,Stoeck,07/12/1973,Male,CN,30,59,189,367,9,PF,203,89,4,3283
461,Guido,Ivashintsov,05/10/1986,Male,PE,7,4,93,422,6,C,186,89,37,18515
462,Chris,Golightly,07/12/1979,Female,RU,23,278,140,143,4,PF,207,65,36,7754
463,Giacomo,Bondy,12/12/1979,Male,LB,11,435,448,494,9,PF,202,84,30,3510
464,Shaina,Robertshaw,22/12/1987,Female,FR,37,499,203,499,8,PG,208,61,6,16539
465,Iona,Scotti,06/09/1988,Agender,UG,11,161,444,306,8,SG,208,76,40,10191
466,Malina,Kleinpeltz,02/05/1963,Polygender,CN,26,11,140,72,7,PF,196,65,18,47
467,Carleen,Regler,15/08/1979,Female,PH,24,607,456,157,4,C,194,87,10,4214
468,Mabel,Wellesley,30/06/1964,Female,TN,11,183,42,164,9,C,198,73,26,13194
469,Zared,Gitting,03/05/1971,Male,SV,33,604,33,472,3,SF,206,89,30,17691
470,Zorah,Hackworthy,13/05/1984,Female,ID,24,446,476,99,3,PF,185,83,25,7235
471,Cathlene,Isitt,10/09/1967,Non-binary,AR,38,951,414,480,2,PF,208,86,29,19653
472,Norrie,Gobbet,29/03/1987,Male,PT,20,79,288,356,4,C,206,72,9,15082
473,Allianora,Taylour,18/07/1971,Female,TZ,37,298,307,396,6,SF,185,67,11,9122
474,Melosa,Beane,15/07/1960,Female,RU,28,361,472,224,10,PG,195,66,23,17239
475,Randie,Sivewright,19/05/1988,Female,MK,18,778,166,59,1,C,191,68,19,14845
476,Brice,Piper,22/08/1988,Male,UA,39,591,218,310,8,PF,199,82,32,11452
477,Nana,Joy,08/10/1973,Female,PE,40,937,277,73,7,SG,199,77,21,755
478,Brannon,Tuther,30/10/1989,Male,SL,36,643,131,256,7,PF,194,78,16,13435
479,Bone,Knight,24/01/1980,Male,FI,8,508,178,190,6,SF,186,81,3,18409
480,Gearalt,Deluce,13/11/1960,Genderqueer,CA,40,109,281,191,1,SG,197,74,7,5674
481,Raynard,MacShane,21/11/1961,Male,FI,2,774,121,345,7,SF,209,67,7,7260
482,Rube,Turneux,05/02/1989,Male,CN,10,565,194,275,10,PG,207,75,39,4532
483,Dianna,Braizier,02/06/1989,Female,YE,6,886,155,434,10,C,187,84,35,7459
484,Farrell,Cartner,05/09/1976,Male,CN,28,445,14,41,9,C,189,62,35,5102
485,Camilla,Marshman,12/07/1975,Female,PA,17,70,88,380,10,PF,194,85,13,4212
486,Prescott,Desmond,31/03/1989,Male,ID,6,32,213,4,1,PG,206,82,37,14531
487,Brittany,Colquit,21/07/1976,Female,NO,37,559,110,55,9,SG,199,65,21,3241
488,Almeta,Burgiss,07/01/1987,Female,PT,6,237,256,174,1,SG,196,66,31,19447
489,Adelice,McCafferty,18/08/1974,Female,SA,38,249,371,274,4,C,189,88,32,16552
490,Gustie,Thornham,15/11/1976,Female,SI,3,88,21,240,6,PG,195,85,14,19300
491,Thalia,Decaze,08/04/1983,Female,FI,40,517,258,369,2,SF,203,73,19,758
492,Nicolle,Gerald,05/03/1968,Female,AR,6,811,371,455,1,PF,199,67,23,10313
493,Addison,Priddy,24/04/1972,Male,CN,15,529,421,356,4,PG,188,61,22,356
494,Kizzee,Greenroyd,05/06/1989,Female,AR,4,406,198,143,5,PF,198,76,33,9948
495,Frederick,Barbera,21/02/1963,Male,ID,26,303,166,212,8,PG,196,77,19,16598
496,Carmen,Cliffe,02/02/1977,Female,HN,15,447,110,314,8,C,194,87,39,19779
497,Adelheid,Speake,25/05/1979,Female,CN,9,213,58,418,9,PG,209,69,40,1957
498,Delora,Storror,30/10/1982,Female,VE,29,199,225,192,3,SF,205,78,25,7799
499,Finn,Forseith,26/10/1977,Male,TW,11,230,44,190,2,PG,207,84,24,19375
500,Marcille,Powell,28/04/1961,Polygender,ID,7,678,248,244,7,PG,198,80,13,15311
501,Silvester,Maccree,04/06/1984,Male,YE,40,313,240,479,1,PG,204,74,6,19920
502,Hoyt,Blacklidge,15/04/1987,Male,GR,19,973,40,63,3,PF,194,81,38,9425
503,Kata,Brayshay,14/04/1981,Female,RU,38,399,384,33,5,PG,189,63,26,1134
504,Reggy,Tander,05/06/1979,Male,ID,18,225,177,153,3,PF,207,83,20,9997
505,Louie,Cardiff,03/12/1985,Male,JP,12,490,88,406,9,SG,201,81,25,18421
506,Delphinia,Doberer,04/11/1982,Female,JP,34,653,484,361,3,SF,210,75,19,16901
507,Shani,Bycraft,21/07/1977,Female,MY,32,614,358,142,5,SF,200,87,6,1837
508,Del,Bazely,14/08/1975,Male,US,5,687,142,381,10,PF,199,78,1,6254
509,Arv,Jewitt,26/03/1979,Male,GR,8,865,405,500,2,PG,193,89,27,7238
510,Frieda,Dowd,12/04/1972,Female,ME,32,406,456,286,3,PG,188,75,2,14951
511,Tabby,Yeatman,20/08/1987,Male,PH,32,66,472,70,9,SG,206,89,36,2854
512,Hadrian,Clifford,04/02/1960,Male,FR,11,463,167,122,4,SF,200,65,16,12323
513,Melisenda,Wyd,22/12/1968,Female,KN,31,405,319,25,6,SG,194,87,30,18626
514,Gerome,Cheeney,28/01/1984,Bigender,CN,14,881,284,135,5,SG,197,69,2,12075
515,Paolo,Renault,09/06/1963,Male,AM,13,563,33,292,1,SF,205,67,4,17010
516,Ximenes,Champerlen,23/05/1966,Polygender,MA,2,806,121,459,5,SG,207,89,29,16972
517,Jaimie,Chestnut,16/01/1975,Male,UA,37,378,414,8,2,PG,201,73,21,3692
518,Gayel,Ricketts,29/11/1989,Genderfluid,NO,25,267,376,241,4,SG,191,81,5,14199
519,Charo,Espie,07/09/1967,Female,CN,39,149,381,339,9,C,199,82,13,1377
520,Bobbi,Alster,26/03/1984,Female,GQ,21,584,109,189,10,PG,187,67,6,12223
521,Gennifer,Alaway,11/07/1976,Female,RU,36,417,381,494,9,SG,193,80,18,4651
522,Martha,Getley,11/11/1969,Female,CN,28,793,414,11,8,SF,204,67,2,17914
523,Eda,Vear,05/01/1974,Non-binary,CN,29,263,371,363,4,SG,195,74,39,2148
524,Devlen,Lilbourne,03/11/1987,Male,CN,1,465,23,242,8,SG,195,70,21,6140
525,Ware,Beare,20/11/1986,Polygender,MY,16,832,360,499,4,PF,189,60,1,5809
526,Westbrook,Jados,03/02/1978,Male,KI,2,862,365,330,1,PF,192,90,37,3944
527,Cointon,Sigars,10/08/1981,Male,FI,2,495,436,242,7,PF,200,77,32,7330
528,Boyd,Gallehawk,21/12/1974,Male,PK,2,839,442,187,6,SF,193,75,3,1376
529,Melinde,Soares,07/07/1972,Female,XK,18,71,159,146,1,SF,201,86,37,17454
530,Keary,Safont,11/05/1986,Male,BR,2,594,213,424,6,PF,199,72,36,17649
531,Eamon,Moss,09/02/1962,Male,CN,37,561,307,187,5,PF,197,88,32,3531
532,Edik,Emmer,22/07/1969,Male,CN,25,947,141,321,4,SF,195,73,14,5209
533,Lira,Levay,12/04/1962,Female,PL,28,573,268,106,10,SG,201,64,28,1645
534,Gaspard,Dionsetto,17/01/1961,Male,PK,14,299,262,276,10,SF,198,84,7,13463
535,Ingmar,Aylett,09/10/1970,Male,BR,18,505,99,220,6,PF,196,78,13,8853
536,Wren,Philbin,21/03/1970,Female,CN,12,142,238,494,10,PF,207,78,30,10589
537,Debra,Cresser,02/10/1969,Female,FR,24,291,324,347,2,C,192,61,14,12593
538,Howey,Roizin,17/04/1962,Genderqueer,IT,8,6,83,326,1,SG,187,74,30,12396
539,Akim,Goodlet,06/12/1983,Male,MA,15,865,496,395,3,SG,206,81,40,3932
540,Arty,Gimblet,30/08/1988,Male,CZ,16,818,357,75,4,PG,198,81,33,1458
541,Trudey,Gallemore,14/03/1989,Female,UA,4,718,150,55,10,C,201,76,16,4772
542,Nessa,Cowope,15/01/1971,Female,CA,19,68,179,346,1,SF,199,70,23,8971
543,Andonis,Teck,10/04/1963,Genderqueer,CV,32,678,169,59,10,SG,204,85,15,12108
544,Jerad,Haughan,17/01/1984,Male,PH,16,545,201,226,3,SG,188,78,36,474
545,Kerk,Barajaz,03/04/1978,Male,PT,10,120,117,65,7,PG,200,84,31,12976
546,Lethia,Ferrarone,27/01/1972,Female,SV,3,58,45,2,3,PG,207,83,10,2697
547,Heywood,Billings,02/09/1970,Male,SO,39,843,202,421,6,PF,207,78,18,2471
548,Sheilakathryn,Rhymes,03/02/1986,Female,ID,17,973,59,193,6,SG,204,83,1,7233
549,Nils,Lyston,01/02/1982,Genderqueer,MY,22,658,114,351,7,PF,195,86,23,18876
550,Bartholemy,Roskam,11/08/1967,Male,CN,20,289,435,180,1,SF,185,74,32,4882
551,Bethena,O'Feeney,04/11/1969,Female,RU,6,238,48,89,4,C,194,68,21,15862
552,Riki,Mullett,13/11/1964,Female,CN,11,876,125,349,7,SG,194,68,22,8798
553,Nap,Lillicrop,17/05/1970,Male,AM,19,625,137,120,7,SG,204,82,33,10836
554,Isabelita,Gabbitis,09/12/1976,Female,GB,19,503,142,433,9,SG,190,72,31,316
555,Myrvyn,Honig,19/09/1964,Genderqueer,ID,22,718,236,81,3,C,208,85,1,12108
556,Peyter,Ishchenko,17/06/1976,Male,MN,2,791,138,8,6,PF,193,89,11,13804
557,Eleanora,Kinker,16/05/1963,Female,MX,28,43,384,326,2,SG,209,81,21,949
558,Anabella,Simanek,04/05/1966,Female,CN,27,384,63,135,6,SG,209,68,19,10209
559,Giacopo,Gorce,12/01/1962,Male,ID,39,176,235,286,4,PG,208,68,12,11061
560,Yank,Jenney,16/08/1967,Male,ID,11,797,278,216,8,PG,210,73,28,138
561,Leonhard,Geoghegan,12/06/1973,Male,ID,1,802,415,247,10,C,198,62,25,14849
562,Berty,Ballay,04/03/1972,Male,RU,5,646,209,115,1,SG,207,67,22,3643
563,Merrile,Yepiskov,18/07/1974,Female,ID,8,445,144,211,8,C,209,90,8,18657
564,Bay,Pock,09/05/1978,Male,RU,36,57,184,116,8,PG,207,85,3,15872
565,Darren,Lynnett,28/06/1967,Male,PK,37,524,274,479,5,SG,193,69,40,5931
566,Aldwin,Duckers,07/10/1963,Male,ID,24,791,40,75,10,SF,204,63,3,3537
567,Marlyn,Scrivenor,09/02/1983,Female,HN,29,533,267,61,1,SF,205,67,4,16191
568,Danell,Gimbrett,17/01/1972,Female,UA,17,497,195,149,1,C,197,61,15,13476
569,Evey,Fattorini,03/12/1984,Female,SE,12,706,91,114,4,C,186,66,39,12328
570,Nancie,Antunes,08/07/1982,Non-binary,PL,2,259,499,314,5,PG,198,86,28,17487
571,Giorgio,Philot,26/11/1966,Male,RU,34,845,350,38,7,PG,201,60,11,5888
572,Adelbert,Pantin,30/05/1988,Male,TH,12,333,273,495,3,SG,193,74,24,15103
573,Kial,Hyne,07/06/1981,Female,CN,17,252,107,387,10,SG,188,72,18,6200
574,Heidi,Prescote,18/02/1980,Female,CN,5,295,27,206,4,PF,205,89,1,6439
575,Rafferty,Baggot,03/04/1987,Male,CN,14,178,226,358,9,PG,190,66,2,224
576,Birdie,Wetton,29/06/1984,Non-binary,KE,15,13,149,319,1,SG,207,72,7,18053
577,Carolynn,Doumerc,25/12/1963,Female,IR,38,622,326,12,1,SG,190,89,30,18642
578,Sharai,Hubbart,19/02/1961,Female,RU,19,456,177,146,9,SG,196,76,32,4048
579,Harley,Teague,07/12/1969,Male,CN,27,324,500,274,4,PG,210,79,40,14164
580,Uriah,Scawton,12/07/1974,Male,CN,6,751,231,435,8,SF,191,69,10,7818
581,Lilas,Peal,03/11/1987,Female,HR,33,828,187,479,7,C,193,82,32,1372
582,Lydia,Garrard,01/04/1985,Female,AL,40,146,53,172,1,PG,202,80,35,12748
583,Loralee,Dirkin,09/01/1981,Female,UA,28,115,427,87,2,C,189,64,15,7831
584,Antonina,McMahon,31/10/1972,Female,YE,33,572,258,419,6,C,200,67,16,6123
585,Edwin,Stanbra,21/02/1975,Male,PL,23,12,246,452,6,PF,196,81,39,10089
586,Mariellen,Farress,14/02/1967,Female,CN,14,215,259,496,3,PG,199,87,12,16750
587,Garrot,Lowerson,31/12/1986,Male,SE,11,63,109,324,7,C,198,67,23,4380
588,Sigmund,Daice,20/08/1976,Male,HN,26,628,449,203,3,C,190,73,13,6034
